"","mgi_symbol","Frequency.x","WT_percent_Myh11_TFs","Frequency.y","MutAll_percent_Myh11_TFs","Δfrequency","Δpercent","Murine_RNA-seq_cluster_UP","Murine_RNA-seq_cluster_DOWN"
"46168","Gpx3",629,6.48453608247423,628,6.47422680412371,1,0.0103092783505208,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_5,"
"46180","Bmyc",629,6.48453608247423,625,6.44329896907216,4,0.0412371134020706,"NAcluster_1,",NA
"46234","Cd52",625,6.44329896907216,619,6.38144329896907,6,0.0618556701030899,NA,"NAcluster_6,cluster_7,"
"46239","C1qc",625,6.44329896907216,621,6.4020618556701,4,0.0412371134020599,NA,"NAcluster_2,cluster_6,cluster_7,"
"46795","Ftl1",622,6.41237113402062,617,6.36082474226804,5,0.0515463917525798,"NAcluster_4,","NAcluster_1,cluster_7,"
"46838","Prg4",619,6.38144329896907,616,6.35051546391753,3,0.0309278350515401,"NAcluster_5,cluster_6,","NAcluster_1,cluster_2,cluster_3,"
"46880","Sncg",616,6.35051546391753,613,6.31958762886598,3,0.0309278350515498,"NAcluster_3,cluster_4,cluster_5,","NAcluster_6,cluster_7,"
"46884","Col11a2",616,6.35051546391753,609,6.27835051546392,7,0.0721649484536098,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,"
"46908","Comp",615,6.34020618556701,614,6.3298969072165,1,0.0103092783505101,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_5,"
"46937","Smim5",613,6.31958762886598,604,6.22680412371134,9,0.0927835051546397,"NAcluster_7,",NA
"46943","Sfrp1",613,6.31958762886598,609,6.27835051546392,4,0.0412371134020599,"NAcluster_2,",NA
"47026","Slc39a1",610,6.28865979381443,603,6.21649484536082,7,0.0721649484536098,"NAcluster_5,",NA
"47109","Saa2",605,6.23711340206186,602,6.20618556701031,3,0.0309278350515498,"NAcluster_6,",NA
"47876","Ctsz",594,6.12371134020619,589,6.07216494845361,5,0.0515463917525798,NA,"NAcluster_1,cluster_6,cluster_7,"
"48213","Msrb1",590,6.08247422680412,581,5.98969072164948,9,0.0927835051546397,"NAcluster_1,","NAcluster_6,cluster_7,"
"48232","Cd34",589,6.07216494845361,580,5.97938144329897,9,0.0927835051546397,"NAcluster_5,",NA
"48266","Gpx1",587,6.05154639175258,585,6.03092783505155,2,0.02061855670103,"NAcluster_1,cluster_5,","NAcluster_7,"
"48296","Tuba1a",585,6.03092783505155,583,6.01030927835052,2,0.02061855670103,"NAcluster_3,cluster_5,","NAcluster_7,"
"48357","Mmp23",580,5.97938144329897,575,5.92783505154639,5,0.0515463917525798,"NAcluster_1,cluster_3,","NAcluster_7,"
"48394","Cyba",577,5.94845360824742,567,5.84536082474227,10,0.10309278350515,NA,"NAcluster_6,cluster_7,"
"48415","Clec11a",574,5.91752577319588,562,5.79381443298969,12,0.12371134020619,"NAcluster_7,",NA
"49724","Igfbp7",547,5.63917525773196,546,5.62886597938144,1,0.0103092783505199,"NAcluster_1,cluster_3,","NAcluster_2,cluster_7,"
"49729","Tagln",546,5.62886597938144,532,5.48453608247423,14,0.14432989690721,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"49731","Col6a1",546,5.62886597938144,543,5.5979381443299,3,0.0309278350515401,"NAcluster_7,","NAcluster_1,cluster_2,"
"49848","Ctsb",524,5.4020618556701,520,5.36082474226804,4,0.0412371134020599,"NAcluster_4,","NAcluster_7,"
"50209","Col5a1",515,5.30927835051546,510,5.25773195876289,5,0.05154639175257,"NAcluster_3,cluster_5,","NAcluster_1,"
"50235","Tgfbi",508,5.23711340206186,507,5.22680412371134,1,0.0103092783505199,"NAcluster_5,","NAcluster_1,cluster_7,"
"50260","Fcer1g",499,5.14432989690722,496,5.11340206185567,3,0.0309278350515507,NA,"NAcluster_1,cluster_7,"
